IP source,port source,source geo,IP dest,port dest,dest geo,HTTP request type
10.6.172.1,53,no geo info,10.6.172.101,58060,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64324,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54690,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59215,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64072,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62242,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53696,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56285,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64575,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,58703,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54349,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49689,no geo info,
10.6.172.101,63637,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,63637,no geo info,
10.6.172.101,57400,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,62094,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,53655,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,59120,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,62780,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57400,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62094,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53655,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59120,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62780,no geo info,
10.6.172.101,56061,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56061,no geo info,
10.6.172.101,65173,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,65173,no geo info,
10.6.172.101,65337,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,54450,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,56013,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,65337,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54450,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56013,no geo info,
10.6.172.101,63171,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,63171,no geo info,
10.6.172.101,49274,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49274,no geo info,
10.6.172.101,64352,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64352,no geo info,
10.6.172.101,49492,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49492,no geo info,
10.6.172.101,54254,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54254,no geo info,
10.6.172.101,56430,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,49703,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,53311,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56430,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49703,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53311,no geo info,
10.6.172.101,63127,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,63127,no geo info,
10.6.172.101,57376,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57376,no geo info,
10.6.172.101,65293,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,52991,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,65293,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52991,no geo info,
10.6.172.101,64636,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64636,no geo info,
10.6.172.101,49294,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49294,no geo info,
10.6.172.101,63271,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,51150,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,63271,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51150,no geo info,
10.6.172.101,49620,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49620,no geo info,
10.6.172.101,57907,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,56574,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,54165,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61337,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56574,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61337,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57907,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54165,no geo info,
10.6.172.101,49799,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49799,no geo info,
10.6.172.101,51522,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,50641,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,49914,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51522,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,50641,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49914,no geo info,
10.6.172.101,57181,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57181,no geo info,
10.6.172.101,55770,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55770,no geo info,
10.6.172.101,61293,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,53567,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,62708,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,49830,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53567,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62708,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49830,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61293,no geo info,
10.6.172.101,54520,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54520,no geo info,
10.6.172.101,55884,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55884,no geo info,
10.6.172.101,62270,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64680,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,62440,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,59487,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62270,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64680,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59487,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62440,no geo info,
10.6.172.101,62729,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,53825,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62729,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53825,no geo info,
10.6.172.101,54554,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54554,no geo info,
10.6.172.101,60569,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60569,no geo info,
10.6.172.101,58939,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,58939,no geo info,
10.6.172.101,51665,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51665,no geo info,
10.6.172.101,52985,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52985,no geo info,
10.6.172.101,55938,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55938,no geo info,
10.6.172.101,51595,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51595,no geo info,
10.6.172.101,49885,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,56058,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49885,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56058,no geo info,
10.6.172.101,55749,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55749,no geo info,
10.6.172.101,51801,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51801,no geo info,
10.6.172.101,58061,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,58061,no geo info,
10.6.172.101,61624,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61624,no geo info,
10.6.172.101,51885,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51885,no geo info,
10.6.172.101,58968,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,58968,no geo info,
10.6.172.101,51064,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51064,no geo info,
10.6.172.101,55442,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55442,no geo info,
10.6.172.101,63926,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,63926,no geo info,
10.6.172.101,54366,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54366,no geo info,
10.6.172.101,57878,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57878,no geo info,
10.6.172.101,49324,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49324,no geo info,
10.6.172.101,49949,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49949,no geo info,
10.6.172.101,58245,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64642,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,53220,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61983,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,58245,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64642,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61983,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53220,no geo info,
10.6.172.101,55833,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,52302,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,60621,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,54254,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55833,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52302,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60621,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54254,no geo info,
10.6.172.101,53256,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61548,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,53488,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,58826,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53256,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,58826,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53488,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61548,no geo info,
10.6.172.101,61062,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61346,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,53845,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,58630,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61062,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61346,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53845,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,58630,no geo info,
10.6.172.101,54460,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61251,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64892,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64981,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,57142,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,65479,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,59225,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61032,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64091,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,49707,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,50797,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,49842,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,60023,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64993,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,54823,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54460,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61251,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57142,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64981,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,65479,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59225,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61032,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64091,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64892,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49707,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,50797,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49842,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60023,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64993,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54823,no geo info,
10.6.172.101,57371,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,51366,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64264,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,54106,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57371,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51366,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64264,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54106,no geo info,
10.6.172.101,51893,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,62757,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64027,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,52164,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51893,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62757,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52164,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64027,no geo info,
10.6.172.101,60602,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,56941,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61316,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,57063,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61535,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,58514,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,51974,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,62853,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,57001,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,57307,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61701,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,62343,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,54832,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,57840,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,57962,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60602,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,58514,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57063,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61535,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51974,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62853,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57001,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57307,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61701,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61316,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56941,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54832,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62343,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57962,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57840,no geo info,
10.6.172.101,64874,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,53900,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64007,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,65311,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64874,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,65311,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53900,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64007,no geo info,
10.6.172.101,62865,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62865,no geo info,
10.6.172.101,59817,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,52290,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61018,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,51351,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,60848,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,60446,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,56164,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,56635,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,57518,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,54408,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,51062,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,54206,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,55572,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,52399,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,56718,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59817,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51351,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60848,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60446,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56164,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56635,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57518,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54408,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61018,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54206,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51062,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52290,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56718,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55572,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52399,no geo info,
10.6.172.101,52043,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,51657,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,56242,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64827,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52043,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51657,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64827,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56242,no geo info,
10.6.172.101,63772,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,63772,no geo info,
10.6.172.101,59854,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,60201,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,58687,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,52870,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,59437,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,55826,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61227,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,59457,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,65016,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,63030,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,56916,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59854,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60201,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,58687,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52870,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59437,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55826,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61227,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59457,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,65016,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56916,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,63030,no geo info,
10.6.172.101,63226,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,63226,no geo info,
10.6.172.101,57929,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57929,no geo info,
10.6.172.101,54713,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54713,no geo info,
10.6.172.101,59818,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,53948,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59818,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53948,no geo info,
10.6.172.101,56082,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56082,no geo info,
10.6.172.101,51039,no geo info,195.22.26.248,80,Portugal,POST
10.6.172.101,57045,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57045,no geo info,
10.6.172.101,54948,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,56231,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54948,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56231,no geo info,
10.6.172.101,51407,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61606,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51407,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61606,no geo info,
10.6.172.101,53538,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53538,no geo info,
10.6.172.101,52482,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,56610,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52482,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56610,no geo info,
10.6.172.101,50704,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,49588,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,50704,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49588,no geo info,
10.6.172.101,52980,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52980,no geo info,
10.6.172.101,52833,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52833,no geo info,
10.6.172.101,63126,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,63126,no geo info,
10.6.172.101,51602,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51602,no geo info,
10.6.172.101,58681,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,58681,no geo info,
10.6.172.101,55042,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55042,no geo info,
10.6.172.101,53577,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53577,no geo info,
10.6.172.101,54665,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,54665,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54665,no geo info,
10.6.172.101,50824,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,50824,no geo info,
10.6.172.101,58709,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,58709,no geo info,
10.6.172.101,55727,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55727,no geo info,
10.6.172.101,62967,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62967,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54665,no geo info,
10.6.172.101,55104,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55104,no geo info,
10.6.172.101,55087,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55087,no geo info,
10.6.172.101,56755,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56755,no geo info,
10.6.172.101,51122,no geo info,195.22.26.248,80,Portugal,POST
10.6.172.101,53767,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53767,no geo info,
10.6.172.101,57213,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57213,no geo info,
10.6.172.101,50146,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64808,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,49486,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,50146,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64808,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49486,no geo info,
10.6.172.101,53292,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53292,no geo info,
10.6.172.101,62963,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62963,no geo info,
10.6.172.101,56428,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56428,no geo info,
10.6.172.101,53478,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53478,no geo info,
10.6.172.101,51038,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51038,no geo info,
10.6.172.101,57970,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57970,no geo info,
10.6.172.101,61344,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,49766,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61344,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49766,no geo info,
10.6.172.101,52548,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,52548,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,52548,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52548,no geo info,
10.6.172.101,51164,no geo info,195.22.26.248,80,Portugal,POST
10.6.172.1,53,no geo info,10.6.172.101,52548,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52548,no geo info,
10.6.172.101,54516,no geo info,10.6.172.1,53,no geo info,
